5_1_F,5_1_D,7_1_F,7_1_D,8_1_F,8_1_D,10_1_F,10_1_D,9_1_F,9_1_D,9_2_F,9_2_D,24_1_F,24_1_D,1_1_F,1_1_D,1_2_F,1_2_D,2_1_F,2_1_D,20_1_F,20_1_D,19_1_F,19_1_D
3.497442,2.311375,4.701932,2.30825,4.023234,2.308375,3.990809,2.30825,5.137762,2.31,6.122271,2.312875,2.76947,2.30775,3.016472,2.309,4.25752,2.3095,1.43973,2.312375,3.616651,2.30925,3.281276,2.312
3.49776,2.314875,4.713694,2.312625,4.026731,2.312375,4.008293,2.311,5.152702,2.311125,6.117503,2.315,2.797127,2.31225,3.025691,2.313125,4.277865,2.316625,1.438459,2.315875,3.624598,2.31325,3.27301,2.31675
3.50825,2.315875,4.719416,2.316875,4.028002,2.316875,4.02832,2.319375,5.190849,2.3185,6.115595,2.315625,2.813975,2.320875,3.036181,2.31725,4.268328,2.31775,1.437823,2.31625,3.63191,2.317375,3.251076,2.317
3.525416,2.32,4.72037,2.32075,4.02832,2.320625,4.031181,2.32375,5.199114,2.32525,6.148338,2.32225,2.806981,2.323375,3.0454,2.3215,4.271825,2.31925,1.454353,2.321375,3.640493,2.3215,3.26856,2.320625
3.53082,2.327875,4.721323,2.325,4.02832,2.325125,4.032771,2.324375,5.181631,2.326125,6.174088,2.32975,2.806664,2.324,3.053347,2.3255,4.299482,2.3275,1.45785,2.32975,3.650347,2.32575,3.293037,2.32975
3.530185,2.33125,4.722595,2.329125,4.028956,2.329125,4.051208,2.328,5.189896,2.32775,6.170591,2.330875,2.816518,2.329875,3.062248,2.32975,4.303614,2.332875,1.440366,2.331375,3.660202,2.32975,3.277143,2.332375
3.542264,2.332375,4.723231,2.333375,4.034042,2.333375,4.066785,2.336625,5.211195,2.336125,6.184578,2.332125,2.803485,2.33775,3.070831,2.334,4.287402,2.333375,1.437187,2.3325,3.669103,2.334125,3.261566,2.33275
3.55498,2.336625,4.72641,2.33725,4.043579,2.337375,4.062971,2.34,5.182584,2.3415,6.227175,2.34,2.772331,2.339125,3.078143,2.338,4.303297,2.336625,1.455625,2.339375,3.677368,2.338,3.281276,2.339
3.550212,2.34425,4.735947,2.3415,4.056931,2.341625,4.059792,2.3405,5.116781,2.342125,6.24307,2.345875,2.763112,2.340375,3.083229,2.342375,4.33445,2.345375,1.461029,2.346375,3.683408,2.3425,3.287951,2.346875
3.539721,2.3475,4.748026,2.34575,4.070918,2.345875,4.0706,2.3455,5.091985,2.344625,6.23258,2.34675,2.773603,2.347875,3.084819,2.34625,4.331589,2.348875,1.453718,2.347,3.68913,2.346375,3.259659,2.34775
3.5429,2.348875,4.76106,2.35,4.081726,2.350125,4.073779,2.353625,5.11392,2.3535,6.252607,2.34875,2.76947,2.35425,3.080686,2.350625,4.319191,2.34925,1.464526,2.34925,3.69962,2.35075,3.252983,2.349125
3.550529,2.35325,4.775365,2.353875,4.088084,2.354,4.061063,2.356,5.119006,2.35775,6.290754,2.3575,2.759933,2.355125,3.074964,2.354625,4.341125,2.35475,1.48201,2.35775,3.713608,2.354625,3.276825,2.35725
3.546079,2.36075,4.790624,2.358125,4.090945,2.358375,4.06011,2.356875,5.113602,2.358125,6.291708,2.362,2.776782,2.357,3.071467,2.358875,4.365285,2.363,1.475334,2.362125,3.726006,2.359,3.270467,2.362875
3.540993,2.364125,4.802704,2.36225,4.089991,2.3625,4.077911,2.363,5.147934,2.362125,6.275177,2.3625,2.801895,2.3655,3.069878,2.362875,4.35702,2.36475,1.462936,2.362875,3.734589,2.363,3.235817,2.363375
3.552119,2.3655,4.80938,2.36675,4.08713,2.36675,4.087766,2.370375,5.193392,2.3705,6.291071,2.366,2.802531,2.3705,3.067652,2.367125,4.35702,2.3655,1.475016,2.36625,3.739039,2.36725,3.233274,2.366125
3.570557,2.369875,4.812876,2.3705,4.084587,2.37075,4.086176,2.371875,5.197207,2.373875,6.313642,2.374625,2.797763,2.371,3.065109,2.37125,4.39167,2.37275,1.488686,2.375125,3.738403,2.371375,3.247261,2.375125
3.579776,2.37725,4.815737,2.375,4.083633,2.375,4.096985,2.37325,5.18926,2.37425,6.292979,2.377875,2.813657,2.374,3.065109,2.3755,4.412651,2.379875,1.477877,2.37775,3.735224,2.37575,3.226598,2.378375
3.585815,2.38075,4.816055,2.379,4.084269,2.37925,4.120191,2.380375,5.210558,2.379125,6.261826,2.378375,2.824147,2.382625,3.069878,2.379375,4.402796,2.380625,1.470248,2.378375,3.735224,2.379625,3.200531,2.378875
3.600756,2.382125,4.810015,2.383375,4.088402,2.38325,4.128456,2.386875,5.228043,2.38775,6.276766,2.383375,2.808889,2.386375,3.079732,2.38375,4.414558,2.382125,1.486778,2.384375,3.737767,2.384125,3.213882,2.383875
3.616015,2.3865,4.803022,2.38725,4.096349,2.3875,4.125277,2.387875,5.211512,2.389625,6.306966,2.391625,2.79967,2.386875,3.092448,2.387625,4.45048,2.39075,1.49854,2.3915,3.739357,2.38775,3.227234,2.392125
3.612518,2.393875,4.800478,2.3915,4.107475,2.39175,4.137039,2.389875,5.201658,2.3905,6.308874,2.3935,2.813657,2.3915,3.104528,2.392,4.449844,2.396125,1.491229,2.39325,3.7419,2.392625,3.207525,2.393875
3.598849,2.397375,4.804929,2.39575,4.119237,2.395875,4.157066,2.397625,5.228361,2.3965,6.317457,2.3945,2.817472,2.39975,3.1147,2.396125,4.419327,2.396375,1.497269,2.3945,3.74953,2.395875,3.202756,2.395
3.597577,2.398875,4.814784,2.4,4.131635,2.399875,4.158974,2.403125,5.246798,2.404375,6.358465,2.40125,2.802849,2.40225,3.124237,2.400125,4.423777,2.39925,1.521746,2.402625,3.762881,2.400875,3.235181,2.40225
3.607114,2.40325,4.827181,2.404,4.144669,2.404125,4.151344,2.403875,5.236308,2.40575,6.385485,2.408,2.806346,2.403,3.13282,2.4045,4.45048,2.4085,1.530012,2.407625,3.780047,2.40425,3.246943,2.4085
3.610293,2.410625,4.840215,2.40825,4.156748,2.40825,4.158974,2.406625,5.249659,2.406625,6.381035,2.40925,2.829234,2.409,3.139496,2.4085,4.440626,2.411875,1.5227,2.408625,3.79626,2.409125,3.224691,2.40925
3.609021,2.41425,4.852295,2.412625,4.16851,2.41275,4.168828,2.41475,5.300204,2.414125,6.392797,2.411,2.835274,2.4165,3.144582,2.41275,4.422823,2.412375,1.530329,2.41175,3.808975,2.412875,3.225327,2.41175
3.6179230000000002,2.415375,4.864375,2.41675,4.183134,2.4165,4.163106,2.41925,5.326907,2.42075,6.429672,2.418875,2.827644,2.418,3.147443,2.416875,4.449844,2.416875,1.542091,2.42075,3.820101,2.417125,3.245354,2.4205
3.632863,2.42,4.876455,2.42075,4.19871,2.421125,4.159292,2.42,5.320549,2.421875,6.443977,2.42425,2.840042,2.419375,3.148715,2.421,4.480362,2.425625,1.534462,2.423375,3.827413,2.421875,3.234863,2.424125
3.640493,2.427625,4.889806,2.425,4.210472,2.425,4.177412,2.4235,5.334854,2.423375,6.438573,2.425,2.86452,2.42675,3.15094,2.425375,4.466692,2.427625,1.530012,2.424125,3.82932,2.425125,3.212929,2.424625
3.646533,2.431,4.901886,2.429375,4.217783,2.429375,4.198074,2.431875,5.366643,2.4315,6.459872,2.427875,2.868016,2.433125,3.156662,2.429375,4.459063,2.42825,1.548767,2.430125,3.830592,2.43025,3.221512,2.429625
3.661156,2.432,4.908244,2.43325,4.22287,2.433375,4.203796,2.4355,5.356789,2.43725,6.498655,2.436375,2.859433,2.434,3.163338,2.433625,4.501025,2.435,1.559893,2.437875,3.836632,2.433375,3.230095,2.437875
3.674507,2.43675,4.911423,2.4375,4.227003,2.437625,4.210154,2.436125,5.313555,2.437875,6.507874,2.44,2.863566,2.436,3.167788,2.437875,4.535993,2.442125,1.551946,2.43925,3.844579,2.43875,3.209114,2.439375
3.674507,2.445,4.916827,2.441625,4.230499,2.44175,4.230181,2.441,5.30529,2.440125,6.501516,2.44075,2.86293,2.4445,3.168742,2.441875,4.528999,2.44325,1.561801,2.44025,3.852526,2.44175,3.203074,2.4405
3.67101,2.447875,4.922867,2.445875,4.233042,2.446,4.243851,2.449,5.332629,2.448875,6.523768,2.445375,2.83591,2.44925,3.166517,2.44625,4.536947,2.44475,1.592318,2.44875,3.862699,2.446625,3.231366,2.448125
3.681501,2.448625,4.927317,2.449875,4.236539,2.449875,4.241308,2.4515,5.338987,2.4535,6.555875,2.4535,2.81016,2.449875,3.163338,2.45025,4.579862,2.45275,1.601855,2.45425,3.875097,2.45025,3.23836,2.454375
3.698985,2.453625,4.932722,2.454125,4.242897,2.45425,4.243851,2.4525,5.331357,2.453875,6.563187,2.455875,2.814293,2.45325,3.160477,2.454625,4.597028,2.458375,1.592636,2.454875,3.886859,2.45475,3.213247,2.455
3.703435,2.462125,4.942576,2.458125,4.253069,2.458375,4.258474,2.4585,5.359014,2.4575,6.571134,2.456875,2.82383,2.461875,3.157933,2.45875,4.581451,2.458875,1.602491,2.45725,3.896077,2.45875,3.214518,2.457625
3.699939,2.46475,4.953066,2.4625,4.26356,2.462625,4.263878,2.465875,5.397479,2.4665,6.605466,2.46325,2.815882,2.4655,3.157933,2.462875,4.592896,2.4615,1.619021,2.466875,3.905614,2.46275,3.237088,2.46675
3.705025,2.465375,4.961332,2.46625,4.272461,2.46675,4.257202,2.467625,5.40034,2.4695,6.632805,2.470125,2.817472,2.465875,3.160477,2.467,4.627228,2.470125,1.611392,2.47,3.916423,2.467125,3.227234,2.470125
3.709475,2.4705,4.968643,2.47075,4.280408,2.47075,4.259428,2.469,5.39271,2.470125,6.63344,2.471375,2.845128,2.47075,3.162702,2.471375,4.630724,2.474125,1.602491,2.4705,3.926277,2.471125,3.207525,2.470625
3.697078,2.479,4.975955,2.47475,4.289627,2.47525,4.272461,2.475875,5.407333,2.47475,6.641388,2.4735,2.865474,2.47925,3.163656,2.475375,4.618963,2.474625,1.616796,2.47525,3.935178,2.475375,3.221194,2.4755
3.681183,2.4815,4.984856,2.479125,4.296938,2.47925,4.27564,2.4825,5.412102,2.4835,6.66968,2.48125,2.862612,2.481375,3.166199,2.47975,4.643122,2.478875,1.626333,2.483875,3.942172,2.479375,3.229459,2.48425
3.686269,2.482,4.991531,2.483,4.298846,2.483375,4.272461,2.483625,5.387942,2.4855,6.678581,2.48625,2.867063,2.482125,3.171285,2.48375,4.676501,2.48725,1.614253,2.485875,3.947576,2.483875,3.198941,2.48575
3.701528,2.487375,4.991849,2.487375,4.296621,2.4875,4.285177,2.4855,5.385399,2.486125,6.666502,2.487125,2.885818,2.48875,3.178914,2.488125,4.673322,2.48975,1.612981,2.4865,3.954887,2.487625,3.179232,2.4865
3.701528,2.495625,4.99026,2.4915,4.294395,2.49175,4.307429,2.493375,5.426725,2.492375,6.676992,2.49075,2.883911,2.496125,3.18718,2.492125,4.668236,2.490625,1.63428,2.493375,3.966014,2.492125,3.190041,2.494
3.694216,2.498,4.992485,2.49575,4.292806,2.496,4.31633,2.49875,5.455971,2.5,6.701469,2.498875,2.865155,2.4975,3.196398,2.496375,4.697482,2.49675,1.640956,2.500875,3.978093,2.496125,3.176689,2.500625
3.708839,2.498875,4.998207,2.499625,4.292488,2.5,4.319191,2.499625,5.450567,2.501625,6.695429,2.502,2.867063,2.498875,3.206253,2.500625,4.717827,2.50375,1.627922,2.5015,3.989537,2.500375,3.133456,2.50125
3.739675,2.50425,5.003611,2.504,4.294395,2.504,4.335721,2.50225,5.463282,2.502625,6.680807,2.50275,2.880096,2.506625,3.215472,2.50475,4.70384,2.505125,1.631419,2.50325,3.998121,2.504625,3.115654,2.503125
3.754298,2.512375,5.008698,2.50825,4.299799,2.508625,4.353205,2.510625,5.504608,2.50975,6.704648,2.5085,2.869288,2.512625,3.221512,2.508875,4.708608,2.507125,1.645406,2.51125,4.001935,2.5085,3.1147,2.51225
3.755569,2.5145,5.01442,2.51225,4.308701,2.5125,4.356066,2.514875,5.499522,2.516625,6.739616,2.51575,2.854347,2.51325,3.224055,2.513125,4.749616,2.514875,1.636505,2.51675,4.004478,2.512875,3.08164,2.5165
3.767967,2.515375,5.022367,2.51625,4.320145,2.51675,4.357656,2.515625,5.415281,2.517625,6.745974,2.5175,2.869924,2.515625,3.224055,2.51725,4.769961,2.51975,1.6222,2.517375,4.007658,2.516875,3.047307,2.516875
3.778775,2.521125,5.034129,2.5205,4.330953,2.52075,4.372597,2.519375,5.325953,2.519125,6.749789,2.519,2.89313,2.524375,3.220876,2.521375,4.758199,2.520625,1.636505,2.519875,4.007975,2.52125,3.062884,2.52075
3.763199,2.52875,5.04748,2.524875,4.341444,2.52525,4.384359,2.527375,5.298933,2.527125,6.775538,2.526125,2.891223,2.52875,3.215154,2.5255,4.768054,2.5245,1.657168,2.529125,4.004797,2.52525,3.080686,2.529875
3.742218,2.530875,5.060514,2.528875,4.354159,2.529125,4.378954,2.531,5.303065,2.533,6.793976,2.53225,2.888997,2.52925,3.208796,2.529625,4.794439,2.53275,1.653036,2.532375,4.00416,2.5295,3.053983,2.532125
3.747304,2.532,5.072594,2.533,4.368464,2.533375,4.374504,2.531875,5.309105,2.533625,6.795565,2.533125,2.911568,2.53275,3.206253,2.533875,4.78967,2.535375,1.649539,2.533,4.011154,2.534,3.033002,2.53275
3.762245,2.53775,5.084038,2.53725,4.380862,2.537375,4.384041,2.536375,5.348206,2.536,6.813367,2.53575,2.930959,2.5415,3.206889,2.537875,4.775047,2.53625,1.671473,2.5375,4.026095,2.537625,3.050168,2.538875
3.759384,2.545375,5.094528,2.5415,4.390399,2.541875,4.392624,2.544375,5.406062,2.5445,6.844203,2.544,2.922694,2.5445,3.207207,2.542125,4.794121,2.5425,1.687368,2.546125,4.044851,2.54225,3.048261,2.546625
3.753344,2.54725,5.104065,2.545375,4.399935,2.54575,4.394531,2.547,5.412102,2.549125,6.851514,2.548125,2.913793,2.545125,3.206571,2.546125,4.817327,2.5495,1.676877,2.54825,4.061063,2.546125,3.011068,2.54775
3.767967,2.5485,5.110423,2.54975,4.411062,2.55,4.405975,2.548125,5.366961,2.5495,6.848653,2.548875,2.918243,2.550125,3.207525,2.5505,4.811605,2.55075,1.673063,2.548875,4.073461,2.5505,2.999942,2.549
3.789902,2.554625,5.112648,2.55375,4.421234,2.554,4.429182,2.554,5.34598,2.55325,6.870588,2.55325,2.904256,2.558125,3.213565,2.55425,4.815102,2.552625,1.690229,2.555875,4.084269,2.5545,3.017108,2.55725
3.798803,2.561875,5.112648,2.558125,4.428228,2.55825,4.443487,2.561,5.363146,2.562125,6.899516,2.5615,2.871513,2.560125,3.223737,2.558875,4.846891,2.560625,1.695315,2.562625,4.094759,2.55875,3.003438,2.56275
3.805478,2.563625,5.114555,2.562,4.432043,2.562375,4.446665,2.563125,5.372047,2.565125,6.902377,2.564125,2.863566,2.561375,3.235499,2.5625,4.861514,2.56575,1.683553,2.564,4.103025,2.563375,2.966881,2.56325
3.82487,2.565125,5.120595,2.566375,4.435539,2.566375,4.458427,2.564625,5.384127,2.565875,6.90492,2.564875,2.88264,2.56775,3.247897,2.567125,4.853884,2.56625,1.689593,2.5655,4.107157,2.567,2.964973,2.566125
3.842036,2.5715,5.130768,2.5705,4.438718,2.5705,4.476865,2.5715,5.436262,2.570875,6.936709,2.571125,2.88868,2.574625,3.259341,2.571,4.871686,2.57,1.71121,2.574,4.110336,2.5715,2.977371,2.575125
3.842672,2.5785,5.142212,2.574875,4.441579,2.574875,4.480998,2.577875,5.479177,2.578875,6.966273,2.5785,2.882004,2.57575,3.267924,2.57525,4.908562,2.578875,1.714071,2.579,4.116376,2.5755,2.953847,2.5785
3.84299,2.580125,5.154928,2.57875,4.448573,2.57875,4.473368,2.579125,5.44103,2.58125,6.96818,2.579875,2.895037,2.577875,3.275235,2.579375,4.916827,2.5815,1.707713,2.579625,4.12337,2.58,2.928098,2.578875
3.85793,2.58175,5.168279,2.583,4.459381,2.583125,4.476229,2.581375,5.351385,2.58175,6.978671,2.581375,2.920469,2.58575,3.282865,2.583375,4.914602,2.582125,1.729329,2.582875,4.128774,2.583875,2.942403,2.583875
3.8716,2.588625,5.17877,2.587125,4.469553,2.58725,4.487356,2.58875,5.299568,2.588375,7.013321,2.588875,2.928416,2.5905,3.289223,2.587625,4.942576,2.58825,1.760165,2.591625,4.137039,2.58775,2.948125,2.592375
3.869693,2.59525,5.183856,2.5915,4.47909,2.59125,4.487356,2.59425,5.293528,2.5955,7.031759,2.595125,2.928734,2.591375,3.294309,2.59175,4.968008,2.596125,1.761436,2.595,4.149437,2.5925,2.913475,2.594
3.867467,2.596875,5.185127,2.595375,4.489581,2.5955,4.482905,2.59525,5.296389,2.597,7.025719,2.595875,2.93986,2.595,3.300985,2.59575,4.958153,2.59725,1.752853,2.59525,4.16247,2.596,2.887408,2.595
3.875732,2.59825,5.185127,2.59975,4.500389,2.5995,4.494349,2.598125,5.329132,2.59825,7.039388,2.598125,2.943675,2.603375,3.308932,2.600125,4.958471,2.5985,1.765569,2.6005,4.174232,2.6005,2.882322,2.60225
3.874461,2.6055,5.185127,2.604,4.50929,2.603875,4.511198,2.60625,5.400658,2.605375,7.071177,2.60675,2.930641,2.606375,3.316561,2.604125,4.991213,2.6065,1.776377,2.6085,4.185041,2.604125,2.843539,2.6085
3.851255,2.612125,5.18767,2.608125,4.512787,2.607875,4.515648,2.610375,5.451202,2.612125,7.072131,2.611375,2.929052,2.607125,3.322601,2.6085,5.002022,2.6125,1.766205,2.6105,4.194578,2.60875,2.772331,2.609375
3.831863,2.6135,5.192757,2.612125,4.512787,2.612125,4.519781,2.611375,5.461375,2.613,7.051468,2.61175,2.946854,2.61275,3.32737,2.6125,4.981995,2.613,1.764933,2.6115,4.202207,2.61275,2.718925,2.611625
3.838221,2.615,5.195618,2.616375,4.51088,2.61625,4.536947,2.61525,5.487124,2.61475,7.057508,2.615625,2.951304,2.62025,3.331184,2.616625,4.994392,2.61525,1.782099,2.6185,4.209518,2.61675,2.667427,2.62025
3.851573,2.62225,5.195936,2.62075,4.50929,2.620625,4.553795,2.623375,5.537351,2.622875,7.074674,2.624375,2.938271,2.621875,3.332138,2.621,5.036672,2.62425,1.78496,2.625125,4.219691,2.621375,2.583822,2.62425
3.851255,2.628875,5.199114,2.624625,4.508337,2.6245,4.558563,2.62675,5.561829,2.628375,7.061323,2.627375,2.942403,2.623375,3.328006,2.625,5.043983,2.628375,1.773516,2.62575,4.232725,2.625,2.508163,2.624625
3.854434,2.63,5.207697,2.62875,4.509608,2.629,4.565875,2.627625,5.563736,2.629125,7.047971,2.627875,2.964656,2.6305,3.322601,2.62925,5.029996,2.62875,1.784325,2.6285,4.246076,2.62975,2.481143,2.629375
3.877958,2.6315,5.221685,2.633,4.515648,2.632875,4.583359,2.6325,5.592346,2.6315,7.077853,2.63325,2.972285,2.636625,3.319104,2.633375,5.056699,2.63275,1.807849,2.63625,4.257202,2.63325,2.463659,2.63775
3.899256,2.639,5.237579,2.63725,4.52741,2.63725,4.592577,2.6405,5.624771,2.64025,7.113139,2.6415,2.970378,2.6375,3.318469,2.6375,5.096436,2.64175,1.808167,2.640875,4.266103,2.638125,2.427419,2.639625
3.899574,2.64525,5.250931,2.641375,4.543622,2.64125,4.589399,2.642875,5.601247,2.6445,7.114092,2.64325,2.985954,2.640125,3.318469,2.64175,5.095482,2.64425,1.798948,2.64125,4.271507,2.64175,2.408345,2.640625
3.896395,2.6465,5.262375,2.645375,4.55761,2.6455,4.591624,2.643875,5.55706,2.645125,7.121404,2.644125,3.00471,2.6485,3.32133,2.645875,5.091667,2.64475,1.808802,2.6455,4.272779,2.64625,2.417882,2.647625
3.905614,2.648125,5.273183,2.6495,4.567146,2.649625,4.603068,2.65025,5.567551,2.648625,7.16273,2.65125,2.998352,2.652625,3.326734,2.65,5.127271,2.651,1.819929,2.65375,4.272779,2.65025,2.409935,2.654375
3.906886,2.6555,5.281766,2.653875,4.575729,2.654,4.60434,2.657375,5.609194,2.657625,7.189751,2.658,2.984047,2.65325,3.332456,2.6545,5.15302,2.658875,1.810392,2.656125,4.274686,2.6545,2.381961,2.655
3.88813,2.66175,5.287488,2.65775,4.58622,2.658,4.598936,2.659,5.619685,2.660875,7.183711,2.659125,2.982775,2.65775,3.338496,2.658125,5.138079,2.660125,1.805623,2.65725,4.274686,2.658625,2.382596,2.657125
3.874143,2.662875,5.293211,2.662,4.600525,2.66225,4.611333,2.6605,5.621592,2.66125,7.195791,2.66075,2.971967,2.665875,3.347397,2.66275,5.139033,2.661125,1.824061,2.663,4.271507,2.66275,2.40008,2.66625
3.88368,2.664625,5.298615,2.666,4.615148,2.666125,4.635811,2.66775,5.653063,2.666375,7.234573,2.669,2.944628,2.6685,3.358841,2.666625,5.174955,2.668875,1.834869,2.67075,4.270236,2.666875,2.385775,2.670125
3.893534,2.672125,5.301476,2.6705,4.625956,2.670625,4.647255,2.674,5.667686,2.67475,7.246653,2.67425,2.933502,2.66925,3.371557,2.670875,5.185127,2.67525,1.82724,2.671625,4.276276,2.67125,2.363523,2.6705
3.889084,2.678125,5.303701,2.674375,4.634857,2.67475,4.649798,2.675,5.623817,2.677125,7.237116,2.674875,2.946536,2.6755,3.384272,2.675125,5.161921,2.67575,1.835505,2.6735,4.290263,2.67525,2.376239,2.675
3.88972,2.67925,5.309105,2.678625,4.645348,2.678875,4.665057,2.67725,5.581856,2.6775,7.258097,2.67775,2.951304,2.682875,3.393809,2.67925,5.16955,2.677875,1.862526,2.68125,4.308065,2.679625,2.388318,2.684
3.909747,2.681125,5.318642,2.682875,4.655202,2.683125,4.684766,2.68525,5.602837,2.68375,7.294337,2.6865,2.945264,2.684125,3.400485,2.6835,5.207062,2.6865,1.868566,2.686875,4.324277,2.683375,2.365748,2.68575
3.930092,2.688625,5.332947,2.68725,4.661878,2.687125,4.689535,2.69025,5.640984,2.691625,7.29688,2.69025,2.959569,2.6855,3.407478,2.68775,5.208015,2.691,1.858075,2.687625,4.335403,2.688125,2.350489,2.686375
3.937721,2.69475,5.348206,2.691,4.666328,2.691375,4.690488,2.691,5.648931,2.693125,7.292747,2.69075,2.987544,2.693375,3.411929,2.691625,5.186081,2.6915,1.866341,2.690125,4.343351,2.69175,2.363841,2.693375
3.94694,2.69575,5.361875,2.695375,4.671097,2.6955,4.704157,2.694125,5.665779,2.694125,7.329305,2.695125,2.992948,2.699125,3.410339,2.69625,5.209287,2.694875,1.881599,2.7,4.351616,2.69625,2.358754,2.7005
3.96506,2.697625,5.372683,2.6995,4.678726,2.699625,4.71433,2.702625,5.708376,2.70125,7.371902,2.703625,2.985954,2.699875,3.405253,2.700125,5.256335,2.703625,1.872063,2.702625,4.360199,2.700125,2.330144,2.701375
3.975868,2.7055,5.380312,2.70375,4.687309,2.703875,4.704157,2.706375,5.722364,2.7085,7.375082,2.706,2.998034,2.702375,3.397942,2.704375,5.263011,2.70675,1.862526,2.703375,4.368146,2.704625,2.330144,2.702875
3.973325,2.71125,5.384127,2.70775,4.695574,2.708,4.695574,2.707,5.70329,2.70925,7.376671,2.70675,3.008207,2.711,3.389994,2.7085,5.255699,2.70725,1.880964,2.7085,4.377683,2.7085,2.351125,2.7115
3.979047,2.71225,5.385717,2.712125,4.705429,2.712125,4.708926,2.71125,5.716642,2.71075,7.412592,2.713125,2.990087,2.715375,3.383319,2.71275,5.28876,2.712375,1.89654,2.717,4.390717,2.71275,2.339045,2.7165
4.000982,2.71425,5.387942,2.716375,4.717827,2.7165,4.722913,2.719375,5.764008,2.71875,7.43866,2.7205,2.975146,2.71575,3.38014,2.717125,5.324999,2.7205,1.887321,2.71875,4.402479,2.717,2.313296,2.716875
4.015287,2.722375,5.392075,2.72025,4.73086,2.72025,4.720688,2.722375,5.781492,2.72475,7.429441,2.721875,2.990405,2.71975,3.38014,2.720875,5.319913,2.722375,1.890182,2.71925,4.40979,2.721125,2.325694,2.720125
4.012108,2.728,5.393664,2.7245,4.741987,2.724875,4.724821,2.72325,5.771001,2.725375,7.43262,2.723375,3.00312,2.7285,3.383636,2.72525,5.31896,2.7235,1.9207,2.727125,4.418055,2.72525,2.34731,2.7295
4.013062,2.72875,5.393982,2.72875,4.749934,2.72875,4.747073,2.728625,5.789757,2.727375,7.465681,2.731,2.99263,2.731125,3.391584,2.729375,5.355199,2.730625,1.938184,2.733375,4.428864,2.7295,2.334595,2.732375
4.026731,2.73125,5.399704,2.733,4.753431,2.733,4.764875,2.736125,5.828222,2.7365,7.476171,2.736875,2.991994,2.73175,3.403346,2.733375,5.374908,2.737,1.93278,2.73425,4.4384,2.733625,2.322197,2.732625
4.031181,2.739375,5.410194,2.736875,4.754385,2.73725,4.767418,2.738375,5.836487,2.74075,7.454554,2.737625,3.014247,2.737625,3.417333,2.737625,5.357742,2.738125,1.940727,2.736125,4.446665,2.737875,2.343814,2.738375
4.018148,2.744375,5.423546,2.741125,4.753748,2.741375,4.775047,2.739625,5.834261,2.741375,7.457098,2.740125,3.026326,2.7455,3.43132,2.74175,5.364736,2.74025,1.960119,2.744875,4.456838,2.741875,2.355893,2.746625
4.012426,2.745125,5.440712,2.74525,4.750887,2.745375,4.792531,2.746125,5.867958,2.7445,7.486979,2.748625,3.022194,2.747125,3.443718,2.745875,5.405108,2.748625,1.957575,2.7495,4.4686,2.746,2.33682,2.748
4.024506,2.748,5.460739,2.7495,4.749616,2.74975,4.802068,2.75275,5.907059,2.753625,7.491747,2.75275,3.03332,2.748125,3.455162,2.750125,5.415916,2.753,1.948039,2.749875,4.478773,2.75025,2.335866,2.748875
4.030863,2.7565,5.477905,2.7535,4.752795,2.75375,4.804611,2.75425,5.901019,2.757,7.480939,2.753375,3.056526,2.7555,3.465017,2.754,5.400658,2.753625,1.962026,2.75375,4.485766,2.754125,2.365112,2.7565
4.023552,2.761,5.489349,2.75775,4.759789,2.758125,4.816373,2.75625,5.881945,2.757375,7.506052,2.757375,3.055255,2.762125,3.470421,2.7585,5.420685,2.75775,1.975695,2.762375,4.49276,2.758625,2.37306,2.762875
4.030228,2.7615,5.495071,2.761875,4.767418,2.761875,4.83036,2.7635,5.897522,2.762125,7.546743,2.7655,3.037135,2.763,3.475189,2.76225,5.460104,2.766,1.963297,2.76525,4.501661,2.762375,2.355576,2.7635
4.055659,2.765125,5.497297,2.766125,4.775047,2.766375,4.829725,2.769,5.916277,2.770375,7.555008,2.768375,3.035228,2.764875,3.482183,2.766625,5.463918,2.7685,1.957575,2.765625,4.513422,2.767,2.363523,2.765625
4.070918,2.77375,5.497614,2.77,4.785538,2.7705,4.82432,2.77025,5.903562,2.773125,7.558187,2.76925,3.033956,2.773125,3.489177,2.7705,5.459467,2.7695,1.978556,2.77175,4.52741,2.770625,2.388636,2.7745
4.070282,2.777375,5.498568,2.774375,4.800161,2.774625,4.832903,2.773,5.901655,2.7735,7.594109,2.774625,3.007889,2.778375,3.495852,2.775,5.491892,2.775625,1.988093,2.779625,4.540125,2.775375,2.383232,2.77875
4.078547,2.778,5.501429,2.7785,4.81542,2.778875,4.845619,2.780875,5.938848,2.779375,7.625898,2.782125,2.987862,2.778875,3.50221,2.778875,5.525271,2.782875,1.972198,2.781,4.550298,2.779125,2.370517,2.779
4.094124,2.782125,5.507787,2.782875,4.828453,2.782875,4.847845,2.785125,5.964279,2.787125,7.623037,2.784,3.003438,2.78175,3.50666,2.783125,5.524635,2.783875,1.973788,2.78225,4.556974,2.783375,2.399762,2.783125
4.089037,2.79075,5.518595,2.78675,4.838943,2.787375,4.851659,2.78625,5.953153,2.78875,7.629076,2.785625,3.02283,2.790625,3.510475,2.787125,5.530993,2.786,1.997312,2.789125,4.561742,2.787625,2.439181,2.791875
