5_1_F,5_1_D,7_1_F,7_1_D,8_1_F,8_1_D,10_1_F,10_1_D,9_1_F,9_1_D,9_2_F,9_2_D,24_1_F,24_1_D,1_1_F,1_1_D,1_2_F,1_2_D,2_1_F,2_1_D,20_1_F,20_1_D,19_1_F,19_1_D
,,,,,,,,2.510707,48.58538,,,87.88649,48.58475,174.0608,48.59038,178.2907,48.5825,177.22,48.59013,,,343.0939,48.582
,,,,,,,,2.512932,48.59363,,,87.89126,48.59313,174.0669,48.59863,178.2939,48.59063,177.2251,48.59838,,,343.0948,48.59025
,,,,,,,,2.513568,48.60213,,,87.89507,48.60138,174.0697,48.60713,178.299,48.599,177.2299,48.60675,,,343.099,48.59838
,,,,,,,,2.515157,48.61038,,,87.89539,48.60975,174.0697,48.61538,178.3012,48.60738,177.2343,48.615,,,343.1104,48.60675
,,,,,,,,2.516747,48.61888,,,87.89476,48.61813,174.0678,48.62363,178.299,48.6155,177.2378,48.62338,,,343.1237,48.615
,,,,,,,,2.517064,48.627,,,87.89476,48.62625,174.0681,48.632,178.2942,48.624,177.2401,48.63175,,,343.1342,48.62325
,,,,,,,,2.517064,48.63538,,,87.89635,48.6345,174.0723,48.64025,178.2907,48.63213,177.2413,48.64013,,,343.1444,48.63188
,,,,,,,,2.517064,48.644,,,87.90048,48.64288,174.0773,48.64863,178.2907,48.6405,177.2448,48.64838,,,343.1559,48.64
,,,,,,,,2.516747,48.65225,,,87.90334,48.651,174.0808,48.65675,178.2955,48.64875,177.2512,48.65675,,,343.1654,48.64838
,,,,,,,,2.516747,48.66088,,,87.90398,48.6595,174.084,48.66525,178.3031,48.65725,177.2582,48.66538,,,343.1702,48.65688
,,,,,,,,2.516429,48.66888,,,87.90684,48.66788,174.0904,48.6735,178.3085,48.66538,177.2648,48.6735,,,343.1689,48.66513
,,,,,,,,2.515793,48.67738,,,87.91033,48.67613,174.099,48.6815,178.3123,48.674,177.2702,48.68188,,,343.1651,48.67363
,,,,,,,,2.513885,48.68563,,,87.90938,48.68463,174.1069,48.69013,178.3164,48.682,177.2722,48.69025,,,343.1635,48.68213
,,,,,,,,2.51166,48.694,,,87.90556,48.693,174.1123,48.69825,178.319,48.69063,177.2722,48.69838,,,343.1657,48.69038
,,,,,,,,2.510389,48.70225,,,87.90398,48.70113,174.1142,48.70638,178.3187,48.69888,177.2725,48.70675,,,343.1724,48.69875
,,,,,,,,2.508799,48.71063,,,87.9043,48.7095,174.1145,48.71513,178.3203,48.707,177.2734,48.71513,,,343.1797,48.70713
,,,,,,,,2.505938,48.719,,,87.90366,48.71763,174.1177,48.72313,178.3269,48.71575,177.2763,48.72325,,,343.1845,48.71563
,,,,,,,,2.503077,48.72713,,,87.90175,48.72588,174.1212,48.7315,178.3333,48.72388,177.2798,48.73175,,,343.1857,48.72388
,,,,,,,,2.503395,48.73563,,,87.89984,48.73425,174.1219,48.74,178.3345,48.7325,177.2839,48.73988,,,343.1877,48.73225
,,,,,,,,2.50721,48.74388,,,87.89793,48.74238,174.1215,48.74788,178.3326,48.74063,177.2893,48.74825,,,343.1899,48.7405
,,,,,,,,2.510389,48.7525,,,87.89857,48.75088,174.125,48.75638,178.3304,48.74913,177.2947,48.75675,,,343.1921,48.74875
,,,,,,,,2.512932,48.7605,,,87.90556,48.75925,174.1308,48.76488,178.3285,48.75738,177.2982,48.76513,,,343.1949,48.75725
,,,,,,,,2.514839,48.769,,,87.91574,48.76763,174.1374,48.773,178.3272,48.76575,177.3004,48.77363,,,343.2007,48.76538
,,,,,,,,2.516111,48.77738,,,87.9221,48.77613,174.146,48.78163,178.3266,48.77413,177.3011,48.78188,,,343.2077,48.77375
,,,,,,,,2.516747,48.78575,,,87.92623,48.7845,174.1559,48.78975,178.3272,48.7825,177.2995,48.79025,,,343.2144,48.78213
,,,,,,,,2.5177,48.79425,,,87.93131,48.79288,174.1657,48.79813,178.3282,48.79088,177.2992,48.79875,,,343.2213,48.79025
,,,,,,,,2.51929,48.80213,,,87.93545,48.80125,174.1727,48.80675,178.3266,48.79913,177.3001,48.80688,,,343.2293,48.79863
,,,,,,,,2.520879,48.81075,,,87.93672,48.80963,174.1762,48.81488,178.3241,48.8075,177.3017,48.81525,,,343.2369,48.80688
,,,,,,,,2.521515,48.81888,,,87.93894,48.818,174.1784,48.8235,178.3225,48.81563,177.303,48.8235,,,343.2452,48.81513
,,,,,,,,2.521515,48.82738,,,87.94466,48.82625,174.181,48.83175,178.3222,48.82413,177.3043,48.83163,,,343.2544,48.82338
,,,,,,,,2.523104,48.83563,,,87.95007,48.83463,174.1845,48.84,178.3231,48.83263,177.3068,48.84,,,343.2643,48.83175
,,,,,,,,2.52374,48.84388,,,87.95261,48.843,174.1893,48.84838,178.3263,48.84038,177.3132,48.84825,,,343.2735,48.84025
,,,,,,,,2.521515,48.85225,,,87.95547,48.85113,174.195,48.85688,178.3285,48.84913,177.3208,48.85638,,,343.2811,48.8485
,,,,,,,,2.518336,48.8605,,,87.95897,48.85938,174.1997,48.86488,178.3298,48.857,177.3271,48.86475,,,343.2871,48.85688
,,,,,,,,2.515157,48.86913,,,87.9612,48.86775,174.2023,48.87325,178.3349,48.86563,177.3345,48.87313,,,343.2891,48.86538
,,,,,,,,2.511978,48.877,,,87.95961,48.876,174.2029,48.88138,178.3419,48.87375,177.3443,48.88113,,,343.2868,48.8735
,,,,,,,,2.508481,48.88575,,,87.9577,48.88438,174.2029,48.88975,178.3479,48.88225,177.3551,48.88975,,,343.2856,48.88213
,,,,,,,,2.506574,48.89375,,,87.9558,48.89263,174.2042,48.898,178.3524,48.8905,177.3659,48.89813,,,343.2878,48.89038
,,,,,,,,2.50721,48.9025,,,87.95547,48.901,174.2074,48.9065,178.3549,48.89888,177.3732,48.9065,,,343.2922,48.89875
,,,,,,,,2.510071,48.91063,,,87.95547,48.90925,174.2134,48.91475,178.3571,48.90738,177.3767,48.91488,,,343.2976,48.90713
,,,,,,,,2.513568,48.91913,,,87.95706,48.9175,174.2182,48.92325,178.3625,48.91563,177.3774,48.92325,,,343.304,48.91538
,,,,,,,,2.516429,48.92725,,,87.95897,48.92588,174.2207,48.93175,178.3683,48.92413,177.3774,48.93163,,,343.311,48.92388
,,,,,,,,2.515793,48.9355,,,87.96024,48.93413,174.2233,48.94013,178.3721,48.93238,177.3793,48.94013,,,343.3167,48.93213
,,,,,,,,2.510071,48.94413,,,87.95992,48.94263,174.2249,48.94863,178.3727,48.94075,177.385,48.9485,,,343.3196,48.9405
,,,,,,,,2.504985,48.95188,,,87.95866,48.951,174.2229,48.95675,178.3727,48.94875,177.3898,48.95675,,,343.3224,48.94875
,,,,,,,,2.504349,48.96088,,,87.95706,48.95925,174.2229,48.96525,178.374,48.95738,177.3891,48.96513,,,343.3269,48.95688
,,,,,,,,2.506892,48.96863,,,87.9577,48.96775,174.228,48.97363,178.3749,48.96538,177.3834,48.97363,,,343.3323,48.96538
,,,,,,,,2.510707,48.97738,,,87.95929,48.976,174.2369,48.98175,178.3749,48.97363,177.3774,48.98188,,,343.3374,48.97363
,,,,,,,,2.516429,48.9855,,,87.96024,48.98438,174.2474,48.99013,178.3765,48.98213,177.3755,48.99025,,,343.3444,48.982
,,,,,,,,2.520879,48.99388,,,87.96215,48.99275,174.256,48.99863,178.3784,48.99038,177.3764,48.99863,,,343.3542,48.99038
,,,,,,,,2.522151,49.00238,,,87.96755,49.001,174.2617,49.00663,178.381,48.99875,177.3796,49.00675,,,343.3657,48.9985
,,,,,,,,2.522469,49.01025,,,87.97359,49.00938,174.2668,49.01513,178.3838,49.007,177.3834,49.01513,,,343.3755,49.007
,,,,,,,,2.524376,49.019,,,87.97804,49.01763,174.2722,49.02313,178.3848,49.01538,177.3857,49.0235,,,343.3816,49.01525
,,,,,,,,2.529144,49.02688,,,87.98313,49.02588,174.2789,49.03163,178.3822,49.024,177.3876,49.03175,,,343.3863,49.0235
,,,,,,,,2.533595,49.03538,,,87.98981,49.03425,174.2881,49.03975,178.3768,49.03213,177.3917,49.04,,,343.3908,49.03213
,,,,,,,,2.532323,49.04363,,,87.99616,49.04275,174.2983,49.04813,178.3737,49.04038,177.3974,49.04838,,,343.3955,49.04025
,,,,,,,,2.526919,49.05213,,,88.00125,49.051,174.3094,49.05638,178.3746,49.04888,177.4028,49.05663,,,343.4006,49.04863
,,,,,,,,2.524376,49.06063,,,88.00348,49.05938,174.3199,49.065,178.3756,49.057,177.4082,49.06488,,,343.4054,49.05688
,,,,,,,,2.52533,49.06875,,,88.00379,49.06775,174.3269,49.073,178.3749,49.06538,177.4136,49.07313,,,343.4076,49.065
,,,,,,,,2.526283,49.0775,,,88.00634,49.07613,174.3307,49.08163,178.3772,49.07375,177.4181,49.08138,,,343.4064,49.0735
,,,,,,,,2.526919,49.0855,,,88.01142,49.08438,174.3326,49.09,178.381,49.08175,177.4216,49.08988,,,343.406,49.08175
,,,,,,,,2.527873,49.09438,,,88.01237,49.09275,174.3313,49.09813,178.3848,49.0905,177.426,49.09825,,,343.4105,49.09025
,,,,,,,,2.528826,49.10225,,,88.01079,49.10113,174.3285,49.10663,178.3908,49.0985,177.4314,49.1065,,,343.4181,49.09863
,,,,,,,,2.527555,49.111,,,88.01047,49.10925,174.3266,49.115,178.4,49.10738,177.4375,49.11488,,,343.4264,49.10688
,,,,,,,,2.524058,49.11913,,,88.01206,49.11763,174.3266,49.12338,178.4089,49.11563,177.4419,49.12338,,,343.4347,49.11525
,,,,,,,,2.521833,49.1275,,,88.01302,49.126,174.3282,49.13175,178.4166,49.12388,177.4426,49.13163,,,343.4397,49.1235
,,,,,,,,2.523104,49.13563,,,88.01111,49.13425,174.3304,49.13988,178.4229,49.13263,177.44,49.14,,,343.4417,49.132
,,,,,,,,2.524694,49.14363,,,88.0092,49.14263,174.332,49.14838,178.4264,49.14063,177.4365,49.14838,,,343.4448,49.14013
,,,,,,,,2.524376,49.15225,,,88.00983,49.15088,174.3313,49.15688,178.4248,49.149,177.4337,49.15663,,,343.4521,49.14838
,,,,,,,,2.524058,49.16025,,,88.01237,49.15938,174.3323,49.16488,178.4213,49.15738,177.433,49.16513,,,343.4626,49.15675
,,,,,,,,2.526283,49.16875,,,88.01619,49.16788,174.3374,49.1735,178.421,49.16575,177.4333,49.1735,,,343.4769,49.165
,,,,,,,,2.528191,49.17663,,,88.01842,49.17613,174.3457,49.18138,178.4232,49.17413,177.4333,49.18188,,,343.4928,49.17338
,,,,,,,,2.526919,49.18513,,,88.01874,49.1845,174.3542,49.18975,178.4264,49.18238,177.4343,49.19025,,,343.509,49.18175
,,,,,,,,2.526283,49.1935,,,88.0181,49.19288,174.3625,49.19813,178.4296,49.19075,177.4352,49.19838,,,343.5237,49.19
,,,,,,,,2.525965,49.202,,,88.01778,49.20125,174.3701,49.20638,178.4312,49.199,177.4356,49.20675,,,343.5354,49.19838
,,,,,,,,2.525012,49.21025,,,88.02032,49.2095,174.3778,49.21475,178.4283,49.2075,177.4349,49.215,,,343.5421,49.20663
,,,,,,,,2.524694,49.21863,,,88.02541,49.21763,174.3873,49.22313,178.4232,49.2155,177.4352,49.2235,,,343.5434,49.21513
,,,,,,,,2.526283,49.22713,,,88.0324,49.226,174.3984,49.23125,178.4204,49.22388,177.4413,49.23188,,,343.5415,49.2235
,,,,,,,,2.52978,49.2355,,,88.04003,49.23438,174.407,49.23963,178.4204,49.23213,177.4508,49.24013,,,343.5402,49.23188
,,,,,,,,2.533277,49.24375,,,88.04385,49.24275,174.413,49.24788,178.4213,49.24038,177.4568,49.24863,,,343.5434,49.24038
,,,,,,,,2.533595,49.25213,,,88.04385,49.25113,174.421,49.25625,178.4232,49.2485,177.4594,49.25688,,,343.5469,49.24875
,,,,,,,,2.529462,49.26025,,,88.04449,49.2595,174.4296,49.26475,178.4271,49.257,177.4626,49.26513,,,343.5446,49.25725
,,,,,,,,2.524376,49.26875,,,88.04703,49.26788,174.4359,49.273,178.4328,49.26525,177.4677,49.2735,,,343.5386,49.26563
,,,,,,,,2.520879,49.27675,,,88.05052,49.27613,174.4407,49.2815,178.4388,49.27325,177.4712,49.28188,,,343.5323,49.27388
,,,,,,,,2.518972,49.28538,,,88.05148,49.28438,174.4445,49.28975,178.4442,49.28213,177.4721,49.29025,,,343.5259,49.28238
,,,,,,,,2.516429,49.2935,,,88.04926,49.29288,174.4458,49.298,178.4493,49.29013,177.4731,49.29875,,,343.5179,49.29063
,,,,,,,,2.51325,49.302,,,88.04766,49.30113,174.448,49.3065,178.4547,49.29875,177.4766,49.30688,,,343.5138,49.29888
,,,,,,,,2.511342,49.31,,,88.04544,49.30938,174.4521,49.31488,178.4601,49.30713,177.4785,49.31513,,,343.5164,49.307
,,,,,,,,2.509753,49.3185,,,88.04289,49.31775,174.4553,49.323,178.463,49.3155,177.4766,49.32338,,,343.5214,49.31525
,,,,,,,,2.509117,49.32688,,,88.04035,49.326,174.4556,49.33163,178.4652,49.32388,177.4747,49.33163,,,343.5252,49.32363
,,,,,,,,2.510071,49.33538,,,88.04035,49.33438,174.4547,49.34,178.4681,49.33225,177.474,49.34013,,,343.5313,49.33175
,,,,,,,,2.512932,49.34375,,,88.04353,49.34275,174.4534,49.34838,178.4677,49.34063,177.4743,49.34813,,,343.5421,49.34013
,,,,,,,,2.514521,49.35213,,,88.04861,49.351,174.4531,49.35675,178.4633,49.34875,177.4772,49.3565,,,343.5567,49.34838
,,,,,,,,2.515475,49.36063,,,88.05212,49.35938,174.456,49.36525,178.4614,49.35713,177.4829,49.36475,,,343.5732,49.35663
,,,,,,,,2.516747,49.36888,,,88.05338,49.36763,174.4604,49.3735,178.4636,49.36538,177.4909,49.37313,,,343.5901,49.365
,,,,,,,,2.51929,49.3775,,,88.05402,49.37613,174.4645,49.382,178.4659,49.37388,177.4988,49.38163,,,343.606,49.37325
,,,,,,,,2.520243,49.3855,,,88.05561,49.3845,174.4696,49.39025,178.4677,49.382,177.5052,49.38975,,,343.6203,49.38163
,,,,,,,,2.520561,49.394,,,88.05847,49.39288,174.4763,49.3985,178.4681,49.3905,177.5099,49.39825,,,343.6317,49.39
,,,,,,,,2.52374,49.40213,,,88.06133,49.40138,174.482,49.40675,178.4662,49.39875,177.515,49.4065,,,343.64,49.39838
,,,,,,,,2.527555,49.41063,,,88.06547,49.4095,174.4868,49.415,178.462,49.40688,177.5201,49.41475,,,343.6448,49.40688
,,,,,,,,2.528191,49.419,,,88.07214,49.41788,174.4919,49.42325,178.4566,49.4155,177.5233,49.42325,,,343.6464,49.415
,,,,,,,,2.525965,49.427,,,88.0785,49.42625,174.4982,49.4315,178.4509,49.42363,177.5255,49.4315,,,343.6425,49.42338
,,,,,,,,2.523104,49.43563,,,88.08231,49.4345,174.5059,49.43975,178.4487,49.43225,177.529,49.43975,,,343.634,49.43175
,,,,,,,,2.521833,49.4435,,,88.08104,49.44288,174.5167,49.44825,178.4503,49.44038,177.5338,49.44813,,,343.6248,49.44013
,,,,,,,,2.522151,49.45225,,,88.07722,49.45125,174.5269,49.4565,178.4538,49.44888,177.5382,49.45638,,,343.6171,49.44863
,,,,,,,,2.524058,49.4605,,,88.07659,49.4595,174.5345,49.46463,178.4573,49.45738,177.5421,49.46475,,,343.6124,49.457
,,,,,,,,2.524694,49.46888,,,88.07787,49.46788,174.5399,49.473,178.4611,49.4655,177.5452,49.47325,,,343.6114,49.4655
,,,,,,,,2.523104,49.47725,,,88.07722,49.47625,174.5421,49.48138,178.463,49.47413,177.5503,49.48163,,,343.612,49.47388
,,,,,,,,2.520879,49.48538,,,88.07659,49.48463,174.5424,49.48963,178.4633,49.4825,177.558,49.48988,,,343.6117,49.482
,,,,,,,,2.51929,49.494,,,88.07787,49.49288,174.5446,49.498,178.4655,49.49075,177.5659,49.4985,,,343.6101,49.49063
,,,,,,,,2.5177,49.502,,,88.07977,49.501,174.5475,49.50625,178.47,49.49913,177.5681,49.50688,,,343.6086,49.49875
,,,,,,,,2.516747,49.51063,,,88.0785,49.50938,174.5488,49.5145,178.4741,49.50738,177.564,49.51538,,,343.6089,49.50688
,,,,,,,,2.515793,49.51863,,,88.07405,49.51763,174.5488,49.52313,178.4757,49.51563,177.5564,49.52363,,,343.6117,49.51538
,,,,,,,,2.514203,49.52713,,,88.06864,49.526,174.5478,49.53125,178.4751,49.524,177.55,49.532,,,343.6187,49.5235
,,,,,,,,2.513568,49.53513,,,88.06801,49.53438,174.5475,49.54,178.4751,49.53225,177.5484,49.54025,,,343.6282,49.532
,,,,,,,,2.515157,49.5435,,,88.07182,49.54263,174.5494,49.54838,178.476,49.5405,177.5481,49.5485,,,343.6375,49.54025
,,,,,,,,2.517382,49.55188,,,88.07627,49.55113,174.5532,49.5565,178.4795,49.54875,177.5471,49.557,,,343.6467,49.5485
,,,,,,,,2.520243,49.56013,,,88.07977,49.55938,174.5555,49.56538,178.4846,49.557,177.5455,49.56513,,,343.6572,49.55688
,,,,,,,,2.526283,49.5685,,,88.08327,49.56775,174.5561,49.57338,178.4878,49.5655,177.5459,49.5735,,,343.6674,49.56513
,,,,,,,,2.533277,49.57688,,,88.08613,49.57613,174.5577,49.58163,178.489,49.5735,177.5487,49.58188,,,343.6731,49.57375
,,,,,,,,2.536456,49.58525,,,88.09153,49.58425,174.5618,49.59038,178.49,49.582,177.5538,49.58988,,,343.675,49.582
,,,,,,,,2.536774,49.5935,,,88.10011,49.59275,174.5656,49.59813,178.49,49.59038,177.5595,49.59838,,,343.6772,49.59013
,,,,,,,,2.538681,49.60188,,,88.10711,49.601,174.5691,49.6065,178.4887,49.59863,177.5649,49.60663,,,343.6813,49.59863
,,,,,,,,2.541224,49.6105,,,88.11124,49.609,174.5752,49.615,178.4884,49.60713,177.5694,49.61488,,,343.6845,49.60663
,,,,,,,,2.540906,49.61875,,,88.11506,49.6175,174.5841,49.62313,178.4887,49.61538,177.5761,49.62325,,,343.6864,49.615
,,,,,,,,2.538999,49.62738,,,88.11919,49.62563,174.5949,49.63163,178.4865,49.62388,177.5882,49.63138,,,343.6902,49.62338
,,,,,,,,2.536456,49.63575,,,88.12364,49.63375,174.607,49.63988,178.484,49.632,177.6012,49.63988,,,343.6969,49.6315
,,,,,,,,2.533595,49.64425,,,88.12872,49.64225,174.6178,49.64813,178.4852,49.64075,177.6082,49.64813,,,343.7017,49.64
,,,,,,,,2.532005,49.65225,,,88.13381,49.6505,174.6228,49.65675,178.4878,49.64888,177.611,49.65638,,,343.7039,49.64825
,,,,,,,,2.530416,49.66075,,,88.13795,49.659,174.6232,49.66475,178.4881,49.65725,177.6142,49.66488,,,343.7042,49.65675
,,,,,,,,2.527237,49.66888,,,88.14049,49.66738,174.6235,49.67288,178.491,49.66575,177.6171,49.67325,,,343.701,49.66513
,,,,,,,,2.522786,49.67738,,,88.14144,49.67575,174.626,49.6815,178.4989,49.67375,177.6174,49.6815,,,343.6979,49.67363
,,,,,,,,2.520243,49.68538,,,88.14144,49.68413,174.6267,49.6895,178.5069,49.68238,177.6171,49.69,,,343.6979,49.68213
,,,,,,,,2.520243,49.69375,,,88.13985,49.6925,174.6267,49.69788,178.5129,49.69038,177.6171,49.69813,,,343.6998,49.6905
,,,,,,,,2.519925,49.702,,,88.13445,49.701,174.6311,49.70638,178.517,49.69888,177.6187,49.7065,,,343.7017,49.699
,,,,,,,,2.518336,49.71025,,,88.12746,49.70938,174.6394,49.71463,178.5199,49.70713,177.6206,49.71488,,,343.7029,49.70725
,,,,,,,,2.518018,49.71863,,,88.12205,49.71763,174.6438,49.723,178.5243,49.71575,177.6199,49.723,,,343.7029,49.71538
,,,,,,,,2.518018,49.72663,,,88.11983,49.726,174.6438,49.73163,178.5323,49.72375,177.6183,49.7315,,,343.7033,49.724
,,,,,,,,2.520879,49.73513,,,88.12046,49.73425,174.6445,49.74,178.5409,49.73213,177.6187,49.73963,,,343.7087,49.732
,,,,,,,,2.526283,49.74325,,,88.12109,49.74263,174.6464,49.74813,178.545,49.7405,177.6215,49.748,,,343.7169,49.74038
,,,,,,,,2.532641,49.75188,,,88.11951,49.75113,174.647,49.75688,178.545,49.7485,177.6257,49.75638,,,343.7252,49.74875
,,,,,,,,2.538681,49.76013,,,88.12046,49.75938,174.6476,49.76488,178.5456,49.757,177.6288,49.7645,,,343.7335,49.757
,,,,,,,,2.542814,49.76863,,,88.12841,49.76775,174.6505,49.77325,178.5466,49.76525,177.6301,49.77288,,,343.7414,49.7655
,,,,,,,,2.543132,49.777,,,88.14112,49.776,174.654,49.782,178.5431,49.77363,177.6298,49.78138,,,343.7468,49.77375
,,,,,,,,2.541224,49.78525,,,88.15002,49.78425,174.6575,49.78988,178.5374,49.78188,177.632,49.78963,,,343.7503,49.78188
,,,,,,,,2.539953,49.79363,,,88.15416,49.7925,174.6642,49.79838,178.5351,49.7905,177.64,49.79813,,,343.7541,49.79038
,,,,,,,,2.540271,49.80188,,,88.15638,49.80088,174.6728,49.80688,178.5364,49.79863,177.6482,49.8065,,,343.7592,49.7985
,,,,,,,,2.540271,49.81025,,,88.15988,49.80938,174.6826,49.81463,178.537,49.80688,177.6527,49.815,,,343.7656,49.807
,,,,,,,,2.539953,49.81838,,,88.16401,49.8175,174.6941,49.82338,178.5355,49.81538,177.6536,49.82325,,,343.7713,49.81525
,,,,,,,,2.540271,49.82675,,,88.16687,49.82588,174.7036,49.83163,178.5316,49.82363,177.6546,49.8315,,,343.7745,49.8235
,,,,,,,,2.538999,49.83513,,,88.16878,49.83425,174.7103,49.83975,178.5272,49.832,177.6581,49.84,,,343.7735,49.83188
,,,,,,,,2.536138,49.8435,,,88.17005,49.84238,174.716,49.84825,178.5247,49.84038,177.6606,49.84813,,,343.7697,49.84
,,,,,,,,2.533913,49.85175,,,88.16942,49.85075,174.7214,49.85625,178.5275,49.84888,177.6616,49.8565,,,343.7662,49.84838
,,,,,,,,2.532641,49.86013,,,88.16719,49.85913,174.7249,49.8645,178.5345,49.857,177.6622,49.86488,,,343.7656,49.8565
,,,,,,,,2.531052,49.8685,,,88.16719,49.86738,174.7271,49.87313,178.539,49.86563,177.6644,49.873,,,343.7665,49.86488
,,,,,,,,2.528191,49.87688,,,88.17005,49.87588,174.7313,49.88125,178.5399,49.87388,177.6702,49.88163,,,343.7704,49.87338
,,,,,,,,2.525647,49.88513,,,88.17037,49.88425,174.7376,49.88963,178.5424,49.88225,177.6778,49.88988,,,343.7776,49.8815
,,,,,,,,2.523422,49.89375,,,88.16814,49.8925,174.7421,49.89813,178.5472,49.89088,177.6845,49.89813,,,343.7863,49.89
,,,,,,,,2.522469,49.90188,,,88.1637,49.90113,174.7421,49.90638,178.5507,49.899,177.6873,49.90688,,,343.7926,49.89838
,,,,,,,,2.522469,49.91063,,,88.15733,49.90938,174.7398,49.91488,178.5526,49.9075,177.6877,49.915,,,343.7967,49.90675
,,,,,,,,2.524058,49.91875,,,88.15161,49.91763,174.7383,49.92313,178.5539,49.91538,177.6886,49.9235,,,343.8012,49.91525
,,,,,,,,2.525647,49.92738,,,88.14939,49.92613,174.736,49.9315,178.5545,49.924,177.6905,49.93188,,,343.8091,49.9235
,,,,,,,,2.525965,49.93538,,,88.15002,49.93425,174.7341,49.94,178.5526,49.932,177.6908,49.94025,,,343.8187,49.932
,,,,,,,,2.524694,49.94375,,,88.15193,49.94288,174.7344,49.94825,178.5529,49.94038,177.6895,49.94863,,,343.8247,49.9405
,,,,,,,,2.524058,49.95213,,,88.15225,49.95125,174.7373,49.9565,178.558,49.94863,177.6873,49.95688,,,343.8241,49.94863
,,,,,,,,2.526283,49.96025,,,88.15257,49.9595,174.7411,49.96513,178.5644,49.95688,177.6854,49.96538,,,343.8199,49.957
,,,,,,,,2.530734,49.96875,,,88.15607,49.968,174.7462,49.9735,178.5682,49.96538,177.6857,49.9735,,,343.8148,49.96513
,,,,,,,,2.534549,49.97688,,,88.15988,49.97625,174.7535,49.98175,178.5695,49.9735,177.6877,49.98188,,,343.811,49.97363
,,,,,,,,2.537091,49.98538,,,88.16242,49.9845,174.7643,49.99025,178.5692,49.982,177.6899,49.99,,,343.8126,49.98188
,,,,,,,,2.540271,49.99388,,,88.16528,49.99275,174.7754,49.99838,178.5682,49.99038,177.6915,49.99813,,,343.8199,49.99013
,,,,,,,,2.542814,50.00225,,,88.16719,50.001,174.7831,50.00663,178.5666,49.99875,177.6927,50.0065,,,343.8314,49.9985
,,,,,,,,2.544085,50.01063,,,88.16942,50.00938,174.7894,50.015,178.565,50.00688,177.695,50.01463,,,343.8425,50.00675
,,,,,,,,2.54186,50.01875,,,88.17482,50.01763,174.7964,50.02313,178.5634,50.01525,177.6997,50.02288,,,343.8482,50.015
,,,,,,,,2.536456,50.02713,,,88.18245,50.02588,174.8025,50.03138,178.5618,50.02363,177.7074,50.0315,,,343.8492,50.02338
,,,,,,,,2.532959,50.03525,,,88.1888,50.03438,174.8069,50.03975,178.5596,50.03175,177.7144,50.0395,,,343.8501,50.0315
,,,,,,,,2.534549,50.04363,,,88.19294,50.04288,174.8126,50.048,178.5564,50.04038,177.7198,50.04788,,,343.8514,50.03988
,,,,,,,,2.538999,50.052,,,88.19485,50.051,174.8193,50.05638,178.5542,50.04825,177.7255,50.05625,,,343.8521,50.04825
,,,,,,,,2.54186,50.06025,,,88.19453,50.05938,174.8257,50.06475,178.5571,50.05675,177.7309,50.0645,,,343.8524,50.05663
,,,,,,,,2.542496,50.06863,,,88.19453,50.06775,174.8314,50.073,178.5638,50.065,177.7344,50.073,,,343.8524,50.065
,,,,,,,,2.54186,50.07688,,,88.1958,50.076,174.8371,50.08125,178.5688,50.07338,177.7366,50.08113,,,343.8543,50.0735
,,,,,,,,2.540588,50.08513,,,88.19421,50.0845,174.8422,50.08963,178.572,50.08188,177.7411,50.08975,,,343.8562,50.082
,,,,,,,,2.538363,50.09338,,,88.19294,50.09275,174.8444,50.09763,178.5771,50.09,177.7465,50.09825,,,343.8539,50.09025
,,,,,,,,2.53582,50.102,,,88.19421,50.101,174.8435,50.10613,178.586,50.0985,177.7484,50.10638,,,343.8495,50.09863
,,,,,,,,2.532641,50.11,,,88.19643,50.10938,174.8422,50.11438,178.593,50.10688,177.7461,50.11488,,,343.8485,50.107
,,,,,,,,2.529144,50.1185,,,88.19548,50.11763,174.8435,50.12263,178.5959,50.11538,177.7436,50.12325,,,343.8489,50.11513
,,,,,,,,2.526919,50.12688,,,88.19326,50.12588,174.8466,50.13113,178.5974,50.1235,177.742,50.13163,,,343.847,50.1235
,,,,,,,,2.527237,50.13525,,,88.19103,50.13425,174.8508,50.13938,178.5997,50.13225,177.7398,50.14013,,,343.8466,50.13163
,,,,,,,,2.528508,50.1435,,,88.19071,50.14238,174.8555,50.14775,178.6013,50.14063,177.7369,50.14838,,,343.8517,50.13988
,,,,,,,,2.530734,50.15175,,,88.19199,50.15063,174.8587,50.15625,178.6013,50.14863,177.7344,50.15675,,,343.86,50.14838
,,,,,,,,2.535184,50.16013,,,88.19517,50.159,174.8603,50.1645,178.6,50.1575,177.7325,50.16525,,,343.8695,50.1565
,,,,,,,,2.539953,50.1685,,,88.19994,50.16713,174.8619,50.17275,178.5978,50.16525,177.7334,50.17325,,,343.8826,50.16488
,,,,,,,,2.542496,50.17675,,,88.20724,50.17563,174.8635,50.18125,178.5962,50.17388,177.7372,50.18175,,,343.8975,50.17325
,,,,,,,,2.541224,50.18525,,,88.21424,50.18388,174.8673,50.1895,178.5952,50.18225,177.7414,50.19,,,343.9096,50.1815
,,,,,,,,2.540588,50.19375,,,88.21869,50.19213,174.874,50.19775,178.5924,50.19025,177.7458,50.19825,,,343.9166,50.18988
,,,,,,,,2.541542,50.202,,,88.22155,50.20088,174.8819,50.20625,178.5889,50.19875,177.7506,50.20663,,,343.9217,50.19813
